PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NC0136225,HICKORY VILLAGE MHP,Community water system,Ground water,Gaston,GASTONIA,165,8,91,52
NC0118290,HIDDEN CREEK ESTATES,Community water system,Ground water,Catawba,HICKORY,340,7,1,34
NC0276208,HIDDEN FOREST MHP,Community water system,Ground water,Randolph,RANDLEMAN,470,10,73,115
NC0392324,HIDDEN HOLLOW S/D,Community water system,Ground water,Wake,KNIGHTDALE,123,5,35,18
NC4092096,HIGH GROVE S/D,Community water system,Ground water,Wake,FUQUAY-VARINA,373,9,0,13
NC0150136,HIGH HAMPTON INN/COUNTRY CLUB,Community water system,Ground water,Jackson,CASHIERS,710,19,83,45
NC0103102,HIGH MEADOWS S/D,Community water system,Ground water,Alleghany,ROARING GAP,650,7,24,40
NC0392334,HIGH MEADOWS S/D,Community water system,Ground water,Wake,NEW HOPE,320,8,3,16
NC0241020,"HIGH POINT, CITY OF",Community water system,Surface water,Guilford,HIGH POINT,"115,526",18,5,136
NC0136075,"HIGH SHOALS, CITY OF",Community water system,Surface water purchased,Gaston,HIGH SHOALS,729,7,58,198
NC0145140,HIGH VISTA ESTATES,Community water system,Surface water purchased,Henderson,HENDERSONVILLE,775,4,35,24
NC1057013,HIGHGATE S/D,Community water system,Ground water,Macon,HIGHLANDS,62,7,1,6
NC0150200,HIGHLANDS COVE S/D,Community water system,Ground water,Jackson,CASHIERS,511,9,20,17
NC0157123,HIGHLANDS FALLS COUNTRY CLUB,Community water system,Ground water,Macon,HIGHLANDS,650,17,58,44
NC0157015,"HIGHLANDS, TOWN OF",Community water system,Surface water,Macon,HIGHLANDS,"6,614",9,71,139
NC0368118,HILL TOP MHP,Community water system,Ground water,Orange,CHAPEL HILL,84,5,22,26
NC0155127,HILL-N-DALE-LINCOLN VIEW S/D,Community water system,Surface water purchased,Lincoln,LINCOLNTON,320,2,3,60
NC0347107,HILLCREST-SCURLOCK WATER INC,Community water system,Ground water,Hoke,RAEFORD,"1,369",12,203,45
NC0286149,HILLCREST/MCBRIDE HEIGHTS S/D,Community water system,Ground water,Surry,MT AIRY,488,12,49,46
NC4392169,HILLINGTON WEST S/D,Community water system,Ground water,Wake,GARNER,393,10,12,12
NC0102106,HILLSBORO S/D,Community water system,Ground water,Alexander,BETHLEHEM,170,7,35,38
NC0368015,"HILLSBOROUGH, TOWN OF",Community water system,Surface water,Orange,HILLSBOROUGH,"15,251",13,52,114
NC0442035,"HOBGOOD, TOWN OF",Community water system,Ground water,Halifax,HOBGOOD,665,11,6,25
NC0347025,HOKE CO REGIONAL WATER SYSTEM,Community water system,Ground water,Hoke,RAEFORD,"24,899",67,391,155
NC0347030,HOKE CO REGIONAL--ROCKFISH,Community water system,Surface water purchased,Hoke,RAEFORD,"5,920",8,13,25
NC4092102,HOKE LANDING S/D,Community water system,Ground water,Wake,GARNER,114,6,0,6
NC0410060,"HOLDEN BEACH, TOWN OF",Community water system,Surface water purchased,Brunswick,HOLDEN BEACH,"6,358",4,6,33
NC0241117,HOLIDAY HILLS WTR SYSTEM,Community water system,Ground water,Guilford,GREENSBORO,132,6,18,26
NC4092032,HOLLAND DOWNS S/D,Community water system,Ground water,Wake,FUQUAY VARINA,50,4,22,11
NC4392150,HOLLAND MASTER SYSTEM,Community water system,Ground water,Wake,GARNER,325,12,1,15
NC0286146,HOLLOWS WATER SYSTEM (THE),Community water system,Ground water,Surry,MT AIRY,378,8,49,42
NC0136148,HOLLY ACRES,Community water system,Ground water,Gaston,MOUNT HOLLY,137,7,9,28
NC0136227,HOLLY FAYE MHP,Community water system,Ground water,Gaston,GASTONIA,60,4,208,67
NC0181134,HOLLY HILLS S/D,Community water system,Surface water purchased,Rutherford,FOREST CITY,119,4,29,19
NC0118126,HOLLY HILLS S/D,Community water system,Ground water,Catawba,SHERRILS FORD,38,4,55,24
NC0392050,"HOLLY SPRINGS, TOWN OF",Community water system,Surface water purchased,Wake,HOLLY SPRINGS,"38,500",11,36,132
NC0145157,HOLLY TREE S/D,Community water system,Surface water purchased,Henderson,HENDERSONVILLE,95,2,24,21
NC0201141,HOLLY TREE VILLAGE,Community water system,Ground water,Alamance,OSSIPEE,135,7,33,44
NC0368119,HOMESTEAD MHP,Community water system,Ground water,Orange,CHAPEL HILL,25,9,59,28
NC0474110,HOMESTEAD MHP  NO 2,Community water system,Ground water,Pitt,GREENVILLE,200,6,39,47
NC0118171,HOMESTEAD PARK S/D,Community water system,Ground water,Catawba,HICKORY,137,8,94,43
NC0149118,HOMESTEAD S/D,Community water system,Ground water,Iredell,MOORESVILLE,51,4,34,28
NC0118241,HOMESTEAD S/D WATER SYSTEM,Community water system,Ground water,Catawba,HICKORY,389,10,12,38
NC4092103,HONEYCUTT LANDING S/D,Community water system,Ground water,Wake,,323,7,0,12
NC0440020,"HOOKERTON, TOWN OF",Community water system,Ground water,Greene,HOOKERTON,409,9,20,71
NC0145127,HOOPERS VALLEY ESTATES,Community water system,Surface water purchased,Henderson,ARDEN,220,2,69,16
NC4092040,HOPSON DOWNS S/D,Community water system,Ground water,Wake,HOLLY SPRINGS,280,8,0,13
NC0392113,HORSESHOE MOBILE ESTATES,Community water system,Ground water,Wake,GARNER,255,9,107,31
NC0158020,"HOT SPRINGS, TOWN OF",Community water system,Ground water,Madison,HOT SPRINGS,864,6,87,96
NC0195112,HOUND EARS WATER SYSTEM,Community water system,Ground water,Watauga,BOONE,990,25,0,34
NC0156127,HOUSTON HOUSE REST HOME,Community water system,Ground water,McDowell,UNION MILLS,40,4,121,20
NC0136150,HOVIS RD W/S,Community water system,Ground water,Gaston,STANLEY,31,4,81,25
NC0136163,HOYLE`S CREEK MHP,Community water system,Ground water,Gaston,DALLAS,147,7,20,27
NC4092042,HUDSON MEADOWS S/D,Community water system,Ground water,Wake,GARNER,122,4,0,14
NC1061009,HUMPBACK MOUNTAIN,Community water system,Ground water,Mitchell,SPRUCE PINE,25,7,2,13
NC4392105,HUNT FARMS S/D,Community water system,Ground water,Wake,GARNER,88,4,57,16
NC0241217,HUNTCLIFF S/D,Community water system,Ground water,Guilford,GREENSBORO,259,5,2,16
NC4392146,HUNTDELL S/D,Community water system,Ground water,Wake,WENDELL,149,9,8,12
NC0291120,HUNTER`S RIDGE S/D,Community water system,Ground water,Vance,HENDERSON,78,8,51,33
NC0299117,HUNTING CREEK S/D,Community water system,Ground water,Yadkin,YADKINVILLE,61,5,1,17
NC0416186,HUNTING ESTATES,Community water system,Ground water,Carteret,NEWPORT,80,4,7,32
NC3041010,HUNTING RIDGE S/D,Community water system,Ground water,Guilford,OAK RIDGE,58,4,26,17
NC0160146,HUNTINGTON FOREST S/D,Community water system,Ground water,Mecklenburg,HUNTERSVILLE,201,8,37,30
NC0241111,HUNTINGTON WOODS MHP,Community water system,Ground water,Guilford,GREENSBORO,175,7,43,66
NC2060097,HUNTLEY GLEN TOWNHOMES,Community water system,Surface water purchased,Mecklenburg,PINEVILLE,147,2,2,7
NC0160147,HUNTWOOD MHP,Community water system,Ground water,Mecklenburg,CHARLOTTE,213,8,35,37
NC0448010,HYDE COUNTY WATER SYSTEM,Community water system,Ground water,Hyde,SWANQUARTER,"5,256",16,67,69
NC0112060,ICARD TOWNSHIP WATER CORP,Community water system,Surface water purchased,Burke,HILDEBRAN,"7,821",6,4,43
NC0136151,IDLEWILD PARK,Community water system,Ground water,Gaston,GASTONIA,84,6,23,35
NC0118130,IDLEWOOD ACRES WATER SYSTEM,Community water system,Ground water,Catawba,NEWTON,66,4,33,31
NC0188128,INDIAN LAKES ESTATE S/D,Community water system,Ground water,Transylvania,BREVARD,75,7,70,23
NC0145142,INDIAN SPRINGS MHP,Community water system,Surface water purchased,Henderson,HENDERSONVILLE,76,5,11,22
NC0150501,INGLES SUPERMARKET  NO 110,Community water system,Ground water,Jackson,CASHIERS,66,7,22,24
NC0286104,INGLEWOOD WATER SYSTEM,Community water system,Ground water,Surry,MT AIRY,150,7,49,36
NC4092105,INWOOD FOREST,Community water system,Ground water,Wake,RALEIGH,125,6,4,10
NC0149025,IREDELL WATER CORPORATION,Community water system,Surface water purchased,Iredell,STATESVILLE,"24,733",99,178,371
NC2060088,IRONGATE S/D,Community water system,Ground water,Mecklenburg,,74,4,0,14
NC0190127,"JAARS, INC",Community water system,Ground water,Union,WAXHAM,790,10,51,41
NC0293106,JACKS LANDING S/D,Community water system,Ground water,Warren,VAUGHN,120,4,15,40
NC0454127,JACKSON HEIGHTS MHP,Community water system,Ground water,Lenoir,KINSTON,145,6,11,69
NC4092146,JACKSON MANOR S/D,Community water system,Ground water,Wake,RALEIGH,147,6,1,4
NC0466010,"JACKSON, TOWN OF",Community water system,Ground water,Northampton,JACKSON,480,9,10,21
NC0467010,JACKSONVILLE CITY OF,Community water system,Ground water,Onslow,JACKSONVILLE,"41,156",58,2,192
NC0279410,JACOB`S CRK NURSING AND REHAB CENTER,Community water system,Ground water,Rockingham,MADISON,235,5,43,33
NC0118305,JACOB`S VIEW S/D,Community water system,Ground water,Catawba,HICKORY,238,9,1,34
NC0241030,"JAMESTOWN, TOWN OF",Community water system,Surface water purchased,Guilford,JAMESTOWN,"6,543",7,18,45
NC0118242,JAMESTOWNE S/D WATER SYSTEM,Community water system,Ground water,Catawba,HICKORY,163,7,42,55
NC0459030,"JAMESVILLE, TOWN OF",Community water system,Ground water,Martin,JAMESVILLE,480,6,1,68
NC4392188,JAMISON PARK S/D,Community water system,Ground water,Wake,HOLLY SPRINGS,531,11,0,16
NC0440022,JASON WATER CORPORATION,Community water system,Ground water,Greene,SNOW HILL,331,15,23,50
NC0145161,JAY MAR TRAILER PARK,Community water system,Ground water,Henderson,HENDERSONVILLE,50,6,30,22
NC0392195,JCH MHP LLC,Community water system,Ground water,Wake,FUQUAY-VARINA,50,4,54,19
NC4092031,JEFFERSON HILL S/D,Community water system,Ground water,Wake,RALEIGH,81,4,0,10
NC0105108,JEFFERSON LANDING,Community water system,Ground water,Ashe,JEFFERSON,653,8,215,31
NC0105015,"JEFFERSON, TOWN OF",Community water system,Surface water,Ashe,JEFFERSON,"1,981",13,25,83
NC0392180,JEFFREYS MHP  NO 2,Community water system,Ground water,Wake,ZEBULON,115,9,149,23
NC1045034,JETER MOUNTAIN MHP,Community water system,Ground water,Henderson,HENDERSONVILLE,54,4,5,11
NC0111130,JEWEL ACRES WATER SERVICE,Community water system,Ground water,Buncombe,ASHEVILLE,90,4,104,35
NC0392147,JOHNSON & SON MHP,Community water system,Ground water,Wake,GARNER,98,4,67,20
NC0111171,JOHNSON-SILER MHP,Community water system,Surface water purchased,Buncombe,ASHEVILLE,150,2,51,21
NC4051018,JOHNSTON CO-EAST,Community water system,Surface water,Johnston,SMITHFIELD,"31,250",21,3,24
NC0351070,JOHNSTON CO-WEST,Community water system,Surface water,Johnston,WILSON MILLS,"58,354",24,7,117
NC0112149,JONAS RIDGE REST HOME,Community water system,Ground water,Burke,JONAS RIDGE,44,4,24,26
NC0452020,JONES COUNTY WATER SYSTEM,Community water system,Ground water,Jones,TRENTON,"8,999",22,9,63
NC0392084,JONES DAIRY FARM S/D,Community water system,Ground water,Wake,WAKE FOREST,175,6,21,20
NC0299010,"JONESVILLE, TOWN OF",Community water system,Surface water,Yadkin,JONESVILLE,"2,250",9,85,171
NC4392135,JORDAN RIDGE S/D,Community water system,Ground water,Wake,GARNER,99,4,1,11
NC0392099,JORDAN WOODS S/D,Community water system,Ground water,Wake,GARNER,70,7,21,19
NC0114114,JOYCETON WATER WORKS,Community water system,Surface water purchased,Caldwell,LENOIR,350,3,40,31
NC0144035,JUNALUSKA SANITARY DISTRICT,Community water system,Surface water purchased,Haywood,WAYNESVILLE,"4,613",6,15,72
NC4092145,KANATA MILLS S/D,Community water system,Ground water,Wake,RALEIGH,233,7,0,3
NC0180065,"KANNAPOLIS, CITY OF",Community water system,Surface water,Rowan,KANNAPOLIS,"48,336",11,94,507
NC4032015,KEENELAND MANOR S/D,Community water system,Ground water,Durham,DURHAM,51,4,0,8
NC0326300,KELLY HILL S/D,Community water system,Surface water purchased,Cumberland,FAYETTEVILLE,109,2,18,33
NC0136191,KELTIC MEADOWS,Community water system,Ground water,Gaston,GASTONIA,257,6,2,23
NC0431030,"KENANSVILLE, TOWN OF",Community water system,Ground water,Duplin,KENANSVILLE,876,8,29,47
NC0241201,KENDALE WOODS ESTATES,Community water system,Ground water,Guilford,HIGH POINT,71,4,4,20
NC4392225,KENDALL HILL MASTER,Community water system,Ground water,Wake,GARNER,267,6,2,15
NC0351030,"KENLY, TOWN OF",Community water system,Surface water purchased,Johnston,KENLY,"1,400",6,58,40
NC4092064,KENNEBEC FARMS S/D,Community water system,Ground water,Wake,WILLOW SPRINGS,412,11,0,12
NC0392314,KENSINGTON MEADOWS S/D,Community water system,Ground water,Wake,GARNER,534,11,1,22
NC3041085,KENSINGTON PLACE S/D,Community water system,Ground water,Guilford,OAK RIDGE,61,4,419,13
NC4392111,KENWOOD MEADOWS S/D,Community water system,Ground water,Wake,RALEIGH,86,4,3,14
NC0332130,KERLEY GARDENS,Community water system,Ground water,Durham,DURHAM,87,8,86,28
NC0428015,"KILL DEVIL HILLS, TOWN OF",Community water system,Ground water purchased,Dare,KILL DEVIL HILL,"7,200",7,0,64
NC0392322,KILT VALLEY ESTATES,Community water system,Ground water,Wake,HOLLY SPRINGS,75,4,54,18
NC0180124,KIMBERLY COURT,Community water system,Ground water,Rowan,SALISBURY,69,4,25,34
NC0157117,KING MOUNTAIN CLUB WATER,Community water system,Groundwater under influence of surface water,Macon,HIGHLANDS,150,8,31,46
NC0285010,"KING, CITY OF",Community water system,Surface water,Stokes,KING,"20,851",15,31,170
NC0149123,KINGS ACRES S/D,Community water system,Ground water,Iredell,MOORESVILLE,71,4,23,27
NC0392380,KINGS GRANT S/D,Community water system,Ground water,Wake,KNIGHTDALE,427,7,3,17
NC0136211,KINGS GRANT S/D,Community water system,Surface water purchased,Gaston,GASTONIA,460,11,23,31
NC0149184,KINGS LANDING S/D,Community water system,Ground water,Iredell,MOORESVILLE,142,6,19,26
NC0123020,"KINGS MOUNTAIN, TOWN OF",Community water system,Surface water,Cleveland,KINGS MOUNTAIN,"13,490",5,15,340
NC4092133,KINGSTON MANOR S/D,Community water system,Ground water,Wake,WAKE FOREST,88,4,0,4
NC0454010,"KINSTON, CITY OF",Community water system,Surface water purchased,Lenoir,KINSTON,"27,475",46,11,96
NC0201118,KIRBY`S MHP,Community water system,Ground water,Alamance,BURLINGTON,60,5,159,46
NC0111149,KIRK GLEN S/D,Community water system,Surface water purchased,Buncombe,WEAVERVILLE,92,5,58,46
NC0392214,KNIGHTDALE ESTATES MHP,Community water system,Ground water,Wake,RALEIGH,285,7,94,30
NC3041101,KNIGHT`S LANDING S/D,Community water system,Ground water,Guilford,OAK RIDGE,53,7,2,8
NC0188120,KNOB CREEK WATER SYSTEM,Community water system,Ground water,Transylvania,BREVARD,445,7,35,33
NC0145151,KNOLL RIDGE MHP,Community water system,Ground water,Henderson,HORSESHOE,75,6,54,26
NC0291102,KNOLL TERRACE MHP,Community water system,Ground water,Vance,HENDERSON,254,7,116,33
NC0180212,KNOLL VIEW S/D,Community water system,Ground water,Rowan,CHINA GROVE,178,6,18,27
NC0118271,KNOLLS III S/D,Community water system,Ground water,Catawba,NEWTON,130,6,23,35
NC0136231,KNOLLWOOD S/D,Community water system,Ground water,Gaston,DALLAS,48,4,11,33
NC0118108,KOOL PARK MHP,Community water system,Ground water,Catawba,HICKORY,70,4,36,30
NC0465025,KURE BEACH WATER SYSTEM,Community water system,Ground water,New Hanover,KURE BEACH,"5,110",12,86,96
NC0454015,LA GRANGE WATER SYSTEM,Community water system,Ground water,Lenoir,LAGRANGE,"3,167",13,22,67
NC4392155,LA VENTANA S/D,Community water system,Ground water,Wake,WAKE FOREST,112,4,1,12
NC0118467,LAKE HICKORY RV RESORT,Community water system,Ground water,Catawba,CONOVER,200,7,34,28
NC0156107,LAKE JAMES LODGE ASSISTED LIVI,Community water system,Ground water,McDowell,MARION,80,4,37,23
NC0144107,LAKE JUNALUSKA ASSEMBLY,Community water system,Surface water purchased,Haywood,LAKE JUNALUSKA,"2,118",4,15,41
NC0181138,LAKE LURE VILLAGE RESORT,Community water system,Ground water,Rutherford,LAKE LURE,206,8,67,15
NC0181020,"LAKE LURE,  TOWN OF",Community water system,Ground water,Rutherford,LAKE LURE,"1,176",17,368,77
NC0332135,LAKE RIDGE PARK,Community water system,Ground water,Durham,DURHAM,120,4,4,18
NC0180223,LAKE RIDGE S/D,Community water system,Ground water,Rowan,CLEVELAND,122,4,2,21
NC0416205,LAKE ROAD MHP,Community water system,Ground water,Carteret,NEWPORT,40,4,32,34
NC0235108,LAKE ROYALE S/D,Community water system,Surface water purchased,Franklin,BUNN,"4,849",3,97,33
NC0138105,"LAKE SANTEETLAH, TOWN OF",Community water system,Ground water,Graham,SANTEETLAH,498,12,35,20
NC0145129,LAKE SHEILA WATER SYSTEM,Community water system,Ground water,Henderson,SALUDA,98,8,47,41
NC0392078,LAKE SPRINGS S/D,Community water system,Ground water,Wake,FUQUAY-VARINA,45,7,1,14
NC0145111,LAKE SUMMIT-NORTH SHORE PLAYHS,Community water system,Surface water purchased,Henderson,TUXEDO,112,3,34,25
NC0145150,LAKE SUMMIT-SOUTH SHORE LINDSY,Community water system,Surface water purchased,Henderson,TUXEDO,180,3,51,26
NC0424045,"LAKE WACCAMAW, TOWN OF",Community water system,Ground water,Columbus,LAKE WACCAMAW,"2,469",6,20,72
NC0392149,LAKE WHEELER MHP,Community water system,Ground water,Wake,RALEIGH,180,6,90,27
NC4392143,LAKEFALL S/D,Community water system,Ground water,Wake,RALEIGH,185,9,1,14
NC0424463,LAKELAND VILLAGE S/D,Community water system,Ground water,Columbus,WHITEVILLE,180,9,42,50
NC4092086,LAKES OF ROLESVILLE S/D,Community water system,Ground water,Wake,ROLESVILLE,81,4,0,10
NC0392150,LAKESIDE ESTATES,Community water system,Ground water,Wake,RALEIGH,61,4,199,23
NC0392151,LAKEVIEW MOBILE ESTATES,Community water system,Ground water,Wake,RALEIGH,114,4,81,25
NC0392294,LAKEWOOD ESTATES,Community water system,Ground water,Wake,RALEIGH,102,6,11,19
NC0136155,LAKEWOOD S/D,Community water system,Ground water,Gaston,GASTONIA,56,4,70,31
NC0160156,LAMPLIGHTER SOUTH-DANBY,Community water system,Surface water purchased,Mecklenburg,CHARLOTTE,"3,315",21,15,63
NC0276118,LANCER ACRES,Community water system,Surface water purchased,Randolph,ARCHDALE,86,6,20,49
NC0180038,"LANDIS, TOWN OF",Community water system,Surface water purchased,Rowan,CHINA GROVE,"3,200",13,16,276
NC0118173,LANDSDOWN/EASTOVER S/D,Community water system,Ground water,Catawba,CONOVER,251,11,55,30
NC0392397,LANGSTON ESTATES S/D,Community water system,Ground water,Wake,APEX,174,6,1,14
NC0105020,"LANSING, TOWN OF",Community water system,Ground water,Ashe,LANSING,168,8,157,40
NC2060054,LARKHAVEN S/D,Community water system,Ground water,Mecklenburg,CHARLOTTE,416,7,0,35
NC4092099,LASSITER FARMS S/D,Community water system,Ground water,Wake,GARNER,254,7,0,11
NC0467136,LAURADALE S/D,Community water system,Ground water,Onslow,JACKSONVILLE,"2,527",15,63,79
NC0241198,LAUREL ACRES,Community water system,Ground water,Guilford,GREENSBORO,79,4,28,22
NC4392147,LAUREL GROVE S/D,Community water system,Ground water,Wake,GARNER,119,4,30,10
NC1057025,LAUREL HILLS,Community water system,Ground water,Macon,FRANKLIN,26,4,0,2
NC0105107,LAUREL MOUNTAIN ESTATES,Community water system,Ground water,Ashe,WEST JEFFERSON,70,5,14,26
NC0157137,LAUREL RIDGE,Community water system,Ground water,Macon,FRANKLIN,115,9,13,18
NC0136304,LAUREL WOODS S/D,Community water system,Ground water,Gaston,GASTONIA,157,6,41,31
NC0195137,LAURELWOOD DEVELOPMENT,Community water system,Ground water,Watauga,BOONE,71,5,24,28
NC0111154,LAURELWOOD MHP,Community water system,Ground water,Buncombe,CANDLER,60,4,29,30
NC0383010,"LAURINBURG, CITY OF",Community water system,Ground water,Scotland,LAURINBURG,"18,288",24,20,88
NC0123045,"LAWNDALE, TOWN OF",Community water system,Surface water purchased,Cleveland,LAWNDALE,636,10,238,70
NC0136396,LAWS MHP,Community water system,Ground water,Gaston,KINGS MTN,67,4,63,30
NC0118258,LAZY S MHP,Community water system,Ground water,Catawba,NEWTON,102,4,28,46
NC0157428,LBJ JOB CORPS,Community water system,Ground water,Macon,FRANKLIN,270,7,22,25
NC0471113,LEA ACRES WATER CO INC,Community water system,Ground water,Pender,WILLARD,120,4,37,40
NC4092033,LEGACY AT FORTY TWO S/D,Community water system,Ground water,Wake,WILLOW SPRINGS,211,7,0,12
NC0392263,LEGEND HILLS S/D,Community water system,Ground water,Wake,GARNER,84,4,17,20
NC0149124,LEISURE LAKE VILLAGE (REGENCY),Community water system,Ground water,Iredell,MOORESVILLE,226,6,48,28
